player_id,season_id,league_id,team_id,team_abbreviation,player_age,gp,gs,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts
1628369,2023-24,00,1610612738,BOS,26.0,74,74,2645.0,672,1426,0.471,229,609,0.376,414,497,0.833,67,534,601,364,75,43,188,145,1987
